rainfall_24h_mm,rainfall_72h_mm,soil_moisture_pct,slope_angle_deg,vulnerability_index,pore_water_pressure_kpa,elevation_m,vegetation_ndvi,landslide_probability_true,landslide_occurred
177.9,425.98,71.81,29.54,49.66,16.74,3364.3,0.51,0.9891,1
55.98,249.5,52.99,32.08,75.45,3.74,3391.9,0.52,0.8835,1
34.33,76.56,45.28,32.86,25.3,3.28,2675.1,0.514,0.4456,0
94.14,308.99,68.65,49.44,40.3,12.38,395.3,0.397,0.9778,1
28.93,185.14,43.08,40.47,77.12,2.68,2279.8,0.4,0.7555,1
27.67,138.04,41.68,39.57,46.48,1.8,623.7,0.558,0.5593,1
19.99,74.89,34.47,28.05,71.3,0.92,2989.8,0.467,0.5809,1
18.88,63.25,37.21,49.85,94.03,1.24,1200.5,0.312,0.7824,1
6.55,24.26,33.18,44.89,90.69,0.38,1767.8,0.26,0.6535,1
69.13,249.98,55.66,25.72,47.05,8.41,816.6,0.419,0.813,1
166.58,533.59,89.09,44.44,56.87,20.16,2592.8,0.451,0.9953,1
16.74,41.01,36.32,40.04,94.5,1.48,1857.3,0.252,0.7692,1
26.13,66.14,36.94,26.48,41.57,1.23,2529.3,0.526,0.3941,0
187.28,424.32,69.14,38.08,81.5,20.81,1255.1,0.196,0.9973,1
137.14,420.18,73.71,38.67,58.15,21.37,1443.5,0.584,0.9804,1
151.69,430.28,52.07,30.08,93.04,16.85,3158.5,0.405,0.9934,1
28.8,61.23,38.92,54.43,54.16,2.17,1039.0,0.46,0.6856,1
126.87,245.67,49.75,49.41,48.56,8.16,3180.0,0.496,0.9339,1
24.44,103.82,44.54,43.3,89.72,2.52,450.0,0.291,0.8368,1
39.87,112.91,31.42,38.17,80.91,2.54,724.3,0.161,0.8227,1
55.58,118.67,50.7,37.04,59.52,6.16,2388.4,0.42,0.8172,1
18.13,54.38,24.62,42.8,47.33,0.76,3480.8,0.372,0.4625,0
4.0,15.77,29.98,40.09,88.36,0.18,3281.6,0.416,0.5029,1
129.69,309.65,50.89,25.4,54.55,14.1,1877.8,0.547,0.9181,1
34.36,142.79,49.19,39.31,71.29,3.82,1941.8,0.394,0.7702,1
7.56,26.12,39.29,47.7,35.88,0.67,2092.3,0.36,0.351,0
31.06,92.23,30.13,38.1,43.89,2.0,2814.5,0.388,0.5943,1
35.73,95.77,34.08,24.76,68.97,1.68,2017.7,0.312,0.6035,1
11.57,43.01,29.47,46.98,42.6,0.51,588.6,0.336,0.4176,0
33.02,105.92,46.38,31.31,24.43,2.83,2966.3,0.556,0.518,1
21.05,78.8,47.55,33.09,59.38,1.86,3121.6,0.368,0.6356,1
124.15,311.19,44.75,30.04,96.13,10.2,3229.4,0.353,0.9735,1
48.4,104.05,38.08,35.05,41.52,4.19,1588.0,0.544,0.6816,1
17.76,75.8,40.24,45.97,83.06,0.97,930.2,0.324,0.7804,1
102.65,286.2,58.49,39.47,79.2,13.39,594.0,0.495,0.9648,1
7.1,52.17,33.5,31.43,52.06,0.29,1931.3,0.449,0.4202,0
215.05,546.05,70.92,50.64,45.22,24.71,1115.6,0.496,0.9965,1
61.49,212.97,44.83,50.72,34.35,4.01,1610.0,0.536,0.7391,1
41.41,93.71,48.97,50.31,56.88,3.82,526.7,0.245,0.7418,1
47.68,143.26,48.87,32.5,74.83,4.38,857.5,0.424,0.7158,1
99.86,276.45,67.59,37.93,33.26,12.55,1646.8,0.635,0.8978,1
19.28,48.9,38.48,58.02,83.18,1.17,789.3,0.197,0.8624,1
122.49,381.6,52.35,46.48,67.39,12.04,943.2,0.264,0.9818,1
45.4,163.59,46.64,22.89,49.38,4.48,265.8,0.553,0.6504,1
37.91,92.79,42.27,25.57,55.52,2.74,441.1,0.504,0.5987,1
73.8,226.62,61.85,38.21,49.8,10.99,584.2,0.644,0.8624,1
146.48,308.54,38.42,52.21,73.98,7.25,2366.7,0.385,0.9788,1
112.37,352.57,70.05,39.93,52.69,19.55,695.0,0.475,0.972,1
22.41,71.45,42.44,38.97,92.15,2.08,3106.0,0.225,0.7527,1
25.55,70.91,36.12,27.63,78.82,1.82,2791.8,0.262,0.6591,1
151.32,480.49,57.54,42.96,21.62,12.75,2897.1,0.622,0.9739,1
81.22,237.78,54.85,48.29,51.43,8.98,1362.0,0.424,0.9045,1
31.61,100.99,36.7,36.3,75.04,2.6,390.4,0.362,0.704,1
150.77,344.32,65.69,46.61,60.93,15.15,452.3,0.365,0.9839,1
32.9,95.26,40.2,55.88,79.75,1.66,2476.1,0.308,0.8606,1
44.37,133.2,32.99,31.39,67.92,2.6,3246.4,0.361,0.7601,1
106.57,339.23,64.23,39.56,72.93,10.92,778.4,0.155,0.9845,1
18.23,41.36,36.82,33.9,40.58,1.06,3052.1,0.438,0.3984,0
35.58,108.97,43.25,47.21,77.97,3.3,2354.9,0.294,0.7738,1
156.08,361.52,60.81,40.88,54.52,13.22,2433.1,0.321,0.9875,1
23.23,76.45,25.36,42.36,40.63,1.21,2502.2,0.45,0.3762,0
15.61,122.26,49.6,47.39,21.06,0.99,405.4,0.675,0.5593,1
164.85,548.51,85.5,36.67,65.35,33.77,2192.6,0.393,0.9986,1
45.95,114.26,29.14,52.53,74.76,2.63,1794.9,0.165,0.8714,1
126.32,270.35,57.98,39.79,54.35,17.65,2960.7,0.435,0.9623,1
70.58,181.87,36.61,29.79,81.63,6.02,1612.8,0.396,0.8167,1
102.33,237.11,62.27,44.08,62.4,14.85,1881.4,0.368,0.9529,1
35.69,104.32,53.56,47.22,20.23,2.59,2115.6,0.385,0.5966,1
76.72,263.34,57.45,34.7,86.57,9.28,2136.2,0.396,0.9514,1
0.76,5.11,23.27,49.72,82.24,0.03,1519.9,0.466,0.5446,1
123.83,411.36,73.42,52.04,60.09,16.34,748.6,0.442,0.9923,1
27.64,83.51,39.99,33.61,18.54,1.73,1029.6,0.659,0.33,0
124.8,433.69,59.83,57.83,86.78,10.32,1560.9,0.106,0.9959,1
90.91,186.98,43.32,29.13,54.47,6.29,2245.1,0.43,0.8422,1
111.98,340.88,57.1,31.33,49.72,12.24,1699.9,0.401,0.9515,1
3.91,44.71,40.59,30.73,78.64,0.27,2812.4,0.373,0.5695,1
57.24,150.67,36.45,51.42,27.0,4.41,2097.7,0.518,0.7286,1
1.18,30.34,34.37,42.89,68.54,0.09,1330.8,0.416,0.4217,0
50.06,154.36,44.19,29.57,63.16,3.26,1840.5,0.452,0.6811,1
6.64,60.17,37.66,37.68,27.51,0.32,1385.8,0.435,0.3057,0
176.35,462.86,62.13,41.84,69.49,27.26,300.1,0.428,0.996,1
55.33,199.94,41.66,26.57,53.18,5.41,1127.5,0.533,0.758,1
155.96,487.66,61.36,50.86,76.73,14.78,1687.9,0.05,0.9959,1
50.21,92.8,45.44,47.6,20.85,3.22,1042.4,0.522,0.6195,1
95.04,289.79,43.28,39.14,67.84,10.02,2574.6,0.278,0.9477,1
165.33,431.68,73.92,56.11,77.39,18.36,3045.0,0.237,0.9969,1
18.93,57.2,31.76,37.17,77.06,0.89,1179.9,0.274,0.6806,1
69.13,143.3,48.55,57.9,29.74,4.51,279.9,0.424,0.7762,1
13.61,30.06,49.45,43.27,48.49,1.06,3089.3,0.448,0.5634,1
68.68,199.1,46.39,42.36,49.42,7.31,2105.4,0.453,0.9015,1
47.0,130.38,51.02,30.08,67.73,4.65,219.2,0.438,0.749,1
34.61,90.35,45.52,50.83,63.19,2.08,1849.7,0.353,0.8112,1
18.06,132.19,54.59,37.4,44.16,2.42,519.3,0.424,0.6857,1
8.9,30.01,17.93,29.95,93.24,0.3,2423.9,0.352,0.503,1
17.32,55.85,32.88,21.33,29.35,0.99,1961.6,0.656,0.2789,0
18.0,53.73,48.99,40.44,43.67,1.96,3213.5,0.453,0.5044,1
56.71,150.62,37.61,39.66,68.5,4.11,1503.7,0.375,0.855,1
9.73,19.14,42.81,44.78,72.86,0.98,3248.0,0.255,0.7243,1
37.95,115.73,57.04,51.23,80.54,4.57,2960.3,0.321,0.8711,1
42.78,129.75,42.32,26.36,69.85,3.74,2683.1,0.522,0.6372,1
112.27,224.83,43.78,45.16,69.67,8.06,1645.4,0.412,0.9516,1
55.42,173.0,38.13,30.84,25.94,5.25,1567.2,0.54,0.593,1
39.53,91.02,29.52,49.76,41.51,2.39,1502.4,0.5,0.6008,1
65.87,209.17,44.88,48.18,36.6,5.25,370.5,0.444,0.822,1
218.06,523.15,76.13,39.98,71.28,23.1,2199.9,0.237,0.999,1
38.63,107.76,42.0,44.51,37.47,3.12,2833.1,0.527,0.5916,1
16.15,42.81,32.94,34.63,70.74,1.1,2655.4,0.31,0.5671,1
16.29,51.75,27.66,38.37,47.21,0.76,2123.4,0.396,0.5359,1
185.7,582.47,75.93,48.28,65.27,18.1,1378.9,0.339,0.998,1
318.03,750.0,86.2,38.1,57.95,61.35,2492.8,0.449,0.9999,1
43.7,106.43,49.46,35.74,61.75,4.43,1945.3,0.477,0.7597,1
88.35,278.3,50.49,38.89,66.73,9.32,2971.2,0.246,0.9556,1
7.46,61.11,45.62,48.53,54.97,0.52,1102.1,0.411,0.5095,1
198.06,567.08,80.39,35.18,91.32,21.81,536.9,0.197,0.9985,1
62.92,249.59,41.53,30.37,83.95,4.67,210.6,0.38,0.907,1
242.52,674.51,70.36,44.56,61.8,25.83,2652.0,0.368,0.9992,1
6.4,41.55,25.28,48.44,64.61,0.36,2177.8,0.172,0.6266,1
62.27,195.68,43.61,27.41,56.67,5.14,397.7,0.649,0.7022,1
44.52,137.89,30.66,32.53,74.35,1.87,2971.8,0.229,0.8211,1
51.85,199.89,47.13,29.18,38.47,3.56,1774.7,0.538,0.709,1
44.72,145.69,36.35,35.5,87.19,3.82,1722.3,0.308,0.7811,1
190.79,506.59,67.13,37.91,65.41,25.88,2459.0,0.372,0.9972,1
0.68,33.02,27.22,45.71,34.66,0.03,2294.4,0.312,0.4466,0
22.94,57.94,38.36,42.81,73.71,1.88,987.8,0.383,0.6835,1
19.18,69.49,43.44,41.99,21.88,1.88,2327.5,0.706,0.3415,0
102.51,227.62,55.61,35.61,87.51,7.69,3032.1,0.322,0.9608,1
47.74,156.02,41.81,49.06,48.72,4.58,1492.8,0.414,0.8121,1
49.4,203.64,54.64,38.37,77.72,6.56,1156.2,0.343,0.9075,1
32.58,85.43,25.22,57.3,66.46,1.08,398.3,0.366,0.7164,1
34.03,112.32,35.81,42.34,62.0,1.98,2196.9,0.459,0.7344,1
47.57,150.1,54.15,28.54,78.44,3.65,2692.7,0.288,0.784,1
4.84,37.12,43.15,43.51,41.99,0.37,3393.2,0.363,0.3995,0
50.98,150.5,37.22,34.91,76.77,2.82,2219.5,0.305,0.8052,1
36.14,103.98,34.29,43.8,74.37,2.07,1678.1,0.342,0.8287,1
22.79,72.88,35.17,25.83,63.14,1.21,3286.1,0.538,0.5844,1
149.81,373.47,68.65,30.41,52.28,12.39,790.1,0.277,0.987,1
36.66,86.43,41.94,49.66,14.41,1.88,2537.7,0.539,0.4987,0
56.84,127.55,30.5,32.14,59.58,3.24,1280.2,0.565,0.5567,1
80.28,256.49,51.89,48.88,69.46,7.78,3042.9,0.297,0.9545,1
47.22,116.76,32.29,33.68,60.6,1.9,2659.3,0.423,0.6373,1
50.22,142.84,39.12,42.58,56.06,4.14,1300.9,0.479,0.7855,1
228.19,724.4,70.62,44.03,32.61,19.9,2756.9,0.532,0.9987,1
216.91,647.39,80.47,39.31,18.27,31.99,3138.4,0.515,0.9987,1
18.12,44.94,38.06,34.39,45.05,1.18,1032.8,0.51,0.5434,1
62.99,201.42,52.56,31.68,76.34,7.77,2086.6,0.135,0.8982,1
37.14,128.02,47.15,23.4,67.58,3.41,1584.8,0.489,0.6696,1
93.23,211.07,48.82,34.35,42.25,10.33,3255.4,0.489,0.8515,1
84.23,274.8,58.8,42.86,34.36,12.37,3408.6,0.6,0.8845,1
87.81,268.65,55.2,53.93,89.37,6.93,542.6,0.364,0.9702,1
79.75,196.72,39.74,50.34,55.4,4.06,2011.0,0.35,0.8328,1
37.33,115.23,33.47,46.28,60.07,2.76,1951.9,0.476,0.6692,1
118.4,243.13,40.0,47.05,79.43,9.57,3066.6,0.24,0.9751,1
63.23,183.19,36.64,43.19,98.71,4.69,2771.0,0.256,0.8465,1
14.67,34.62,43.15,33.13,67.13,1.02,1147.5,0.513,0.4137,0
14.18,88.61,35.16,52.1,75.6,0.66,1922.5,0.305,0.7877,1
40.65,111.46,31.3,43.35,91.77,2.72,1448.0,0.33,0.8649,1
50.68,130.71,38.5,40.46,56.87,3.72,1365.5,0.409,0.681,1
80.41,162.72,37.76,27.88,59.7,5.62,2612.2,0.41,0.8389,1
181.19,572.24,63.22,37.83,60.91,24.71,2178.0,0.392,0.9976,1
3.69,8.76,25.76,38.13,44.69,0.24,856.5,0.419,0.3536,0
62.83,179.16,59.55,50.04,85.86,8.09,2248.3,0.224,0.9425,1
12.15,57.87,24.29,40.12,41.68,0.71,1730.1,0.567,0.4305,0
176.45,358.64,52.61,36.3,46.38,15.95,1325.4,0.398,0.9806,1
37.2,108.75,47.76,57.05,76.46,4.21,419.5,0.16,0.8817,1
252.57,645.81,74.69,27.87,21.83,40.48,3264.7,0.742,0.9984,1
93.18,257.55,44.08,37.28,58.86,6.91,3043.5,0.408,0.9008,1
43.54,137.26,30.14,24.08,72.35,2.44,1201.6,0.535,0.6186,1
33.41,90.66,41.07,45.43,79.41,2.01,2035.9,0.426,0.822,1
28.61,89.87,50.0,52.7,89.8,1.87,3053.4,0.253,0.8207,1
68.16,231.78,40.65,33.7,12.86,5.01,1914.2,0.664,0.6879,1
29.89,99.18,49.98,49.77,37.27,3.72,668.0,0.39,0.6822,1
19.97,69.67,37.34,34.04,73.6,1.74,1766.5,0.298,0.6809,1
6.27,41.95,46.42,52.29,50.71,0.36,1236.2,0.393,0.5865,1
92.47,238.22,61.89,45.88,58.3,14.08,1710.8,0.539,0.9281,1
60.88,153.2,45.2,47.65,67.09,4.98,2998.4,0.202,0.8293,1
18.98,46.99,42.85,21.98,53.42,1.16,1549.1,0.565,0.309,0
29.8,91.28,33.46,55.73,12.13,2.38,2838.0,0.448,0.4723,0
39.85,91.69,25.7,45.01,78.33,2.46,967.7,0.172,0.8211,1
15.11,57.08,32.27,34.38,39.64,1.12,2159.3,0.49,0.4181,0
174.78,530.88,57.28,48.58,29.51,20.1,1606.0,0.42,0.9946,1
57.25,147.62,52.29,33.74,83.66,4.51,3411.2,0.295,0.887,1
44.71,130.0,53.74,50.41,58.65,3.64,202.5,0.351,0.825,1
29.39,82.39,28.9,27.95,90.27,2.09,1400.1,0.357,0.7383,1
18.84,88.61,38.69,44.31,83.57,1.14,2884.2,0.118,0.8055,1
130.53,379.39,56.96,39.98,51.36,13.01,1492.0,0.571,0.9778,1
14.74,61.15,37.69,27.22,81.5,1.21,917.8,0.513,0.5635,1
11.74,55.3,39.79,32.59,78.75,1.06,3015.8,0.503,0.5142,1
70.38,193.59,44.93,21.3,23.82,5.49,2152.7,0.616,0.6302,1
10.23,34.94,34.84,38.31,53.15,0.61,2036.9,0.443,0.4543,0
31.75,77.57,40.4,34.28,88.06,2.13,1522.7,0.433,0.669,1
88.15,205.13,37.51,41.41,82.74,5.64,720.1,0.458,0.9412,1
21.81,62.82,23.25,34.17,85.07,1.11,2099.5,0.455,0.5991,1
79.73,189.04,32.74,34.25,56.9,3.34,1867.4,0.444,0.8005,1
37.62,139.65,49.11,45.53,72.7,4.14,1526.9,0.35,0.8062,1
53.96,161.95,38.93,24.51,82.29,3.11,453.7,0.486,0.7247,1
12.83,25.41,44.51,51.87,58.23,0.81,2348.2,0.318,0.6281,1
231.49,571.47,64.01,49.51,58.13,20.11,2284.7,0.389,0.9989,1
81.25,250.84,52.77,43.27,67.1,6.46,2044.9,0.266,0.9507,1
118.32,238.72,40.23,41.27,86.08,10.87,633.9,0.178,0.9646,1
26.51,68.62,53.68,51.34,89.96,2.7,1199.4,0.206,0.8597,1
52.71,137.41,31.91,30.77,53.33,2.61,1750.5,0.435,0.7983,1
172.01,399.74,69.66,26.34,63.33,17.27,2623.8,0.423,0.9868,1
5.2,28.68,50.1,32.52,62.28,0.57,935.6,0.431,0.5062,1
211.66,469.66,54.34,47.27,69.31,21.36,2842.8,0.378,0.9976,1
5.89,26.14,35.63,23.52,58.59,0.28,1253.2,0.481,0.3324,0
42.3,190.04,51.03,41.01,40.98,3.64,2396.8,0.498,0.6638,1
87.34,201.17,45.56,59.81,66.35,7.08,3291.9,0.289,0.9633,1
162.92,453.48,71.37,49.66,79.77,19.3,2556.8,0.338,0.9963,1
10.39,124.25,46.0,39.52,39.25,0.74,428.6,0.394,0.6303,1
6.13,21.15,23.26,25.48,27.56,0.23,1442.2,0.658,0.1618,0
85.44,219.54,51.04,48.66,70.93,9.42,2107.9,0.362,0.9659,1
12.42,49.75,34.87,41.42,82.59,1.06,2421.7,0.253,0.7727,1
16.74,54.63,38.91,28.06,76.39,0.8,1337.9,0.416,0.5491,1
32.32,87.69,55.56,27.09,50.82,3.62,1614.8,0.435,0.6098,1
13.88,51.63,39.21,52.23,71.05,0.7,1440.8,0.413,0.6575,1
23.29,75.26,43.6,43.31,31.83,1.49,2503.4,0.337,0.5606,1
296.53,750.0,96.49,48.57,78.7,54.58,3214.8,0.243,0.9999,1
36.13,86.92,38.72,50.7,32.97,3.12,2768.2,0.5,0.5734,1
34.35,111.97,46.19,40.73,20.47,2.8,1068.4,0.569,0.3838,0
27.3,101.61,33.0,39.43,27.56,2.11,1982.3,0.598,0.4164,0
33.55,84.51,32.41,37.46,85.86,2.32,1777.8,0.221,0.7405,1
60.42,197.8,53.17,34.7,91.29,4.66,251.2,0.242,0.9112,1
10.94,47.82,49.85,37.56,87.33,1.14,3296.7,0.406,0.7248,1
43.86,133.3,31.54,46.55,90.33,2.23,1737.7,0.342,0.8388,1
44.74,113.13,46.21,41.5,23.07,4.54,3312.4,0.449,0.6832,1
35.52,122.32,31.17,51.35,81.71,1.66,2391.8,0.434,0.7738,1
59.7,150.51,46.13,37.75,60.97,3.82,2537.0,0.412,0.7683,1
19.52,76.8,44.45,41.63,53.81,1.76,1609.0,0.384,0.6475,1
19.52,85.62,40.45,42.27,63.26,1.58,3031.3,0.267,0.6287,1
46.36,112.65,36.59,41.24,82.45,3.3,811.9,0.367,0.8036,1
91.67,268.7,40.1,44.28,40.53,5.57,3365.2,0.474,0.8395,1
79.76,179.51,60.17,32.45,95.07,7.04,2233.8,0.296,0.9265,1
209.59,679.08,86.48,39.31,45.99,43.25,1296.7,0.409,0.9995,1
29.44,85.89,34.61,27.58,77.51,1.93,2639.9,0.358,0.6829,1
160.08,440.7,51.19,36.39,52.98,14.16,2659.0,0.321,0.9851,1
24.87,77.04,32.46,38.74,91.61,1.83,2756.1,0.383,0.7456,1
20.77,72.19,39.34,42.84,63.54,1.03,1168.5,0.478,0.6366,1
154.95,446.36,70.85,54.77,38.01,22.82,284.7,0.197,0.9951,1
25.59,111.33,48.42,41.46,58.55,1.72,3134.4,0.388,0.6183,1
152.47,460.62,73.6,45.55,45.33,16.76,2831.9,0.438,0.9791,1
70.89,185.97,48.2,39.17,61.13,6.94,1526.3,0.46,0.857,1
74.64,225.75,51.96,42.34,74.58,6.06,748.5,0.304,0.9216,1
214.43,666.62,83.16,25.9,51.91,39.43,1747.1,0.483,0.9989,1
15.84,103.51,43.2,32.96,23.37,1.28,1209.0,0.577,0.4584,0
29.85,105.15,49.57,35.84,61.13,2.4,840.4,0.429,0.7062,1
58.38,184.46,35.49,38.4,52.06,4.82,1804.3,0.497,0.8068,1
157.0,454.41,64.74,24.34,26.82,20.51,2938.0,0.495,0.9765,1
44.0,151.7,59.0,29.1,62.55,4.54,2119.6,0.345,0.7909,1
33.81,99.44,43.37,33.61,89.09,2.62,1808.5,0.303,0.8237,1
42.92,131.43,47.02,56.52,64.08,3.13,3480.4,0.182,0.8869,1
73.95,217.28,56.72,35.08,59.28,5.63,2709.0,0.632,0.8855,1
39.94,119.97,54.41,38.61,74.11,3.46,635.3,0.282,0.8327,1
94.71,301.52,51.11,31.14,72.48,7.47,1575.6,0.479,0.9257,1
109.23,288.33,49.88,41.73,56.2,8.92,1734.4,0.526,0.9392,1
35.26,72.82,36.66,33.72,63.02,2.34,2214.8,0.442,0.6591,1
83.82,166.23,30.05,31.5,38.51,3.23,2449.8,0.452,0.7559,1
36.82,128.92,53.91,39.41,79.32,2.66,1274.3,0.351,0.8118,1
185.49,582.15,79.83,20.2,67.66,31.81,1412.4,0.363,0.9971,1
24.39,61.86,46.98,20.6,21.65,1.65,541.5,0.508,0.3416,0
120.5,359.45,67.15,31.88,85.53,13.27,494.8,0.515,0.9717,1
20.35,101.86,41.08,23.68,86.73,1.69,2701.3,0.261,0.6413,1
62.07,189.61,56.82,27.75,63.25,8.71,3256.0,0.305,0.8655,1
97.89,239.35,57.2,35.27,80.03,7.69,849.5,0.413,0.9401,1
52.59,148.81,36.02,47.56,52.05,4.14,3246.2,0.34,0.7881,1
20.37,57.28,39.25,40.74,28.63,1.47,1334.3,0.603,0.3523,0
12.3,31.21,33.28,39.31,85.15,0.54,3106.5,0.05,0.7062,1
133.4,290.28,47.93,34.07,82.75,9.08,286.0,0.345,0.9725,1
62.0,191.08,33.88,53.51,43.37,4.42,498.9,0.28,0.856,1
87.17,207.06,50.49,36.69,54.22,10.31,1634.6,0.275,0.8959,1
23.88,51.85,38.82,26.75,77.83,1.13,2998.3,0.289,0.6955,1
208.81,494.16,55.98,41.89,57.77,17.41,1682.4,0.271,0.9957,1
18.91,74.58,37.96,28.01,61.53,1.2,2970.3,0.428,0.4994,0
2.12,6.01,38.65,35.43,72.79,0.2,1324.5,0.334,0.6464,1
74.69,215.84,43.52,39.19,77.01,6.66,637.1,0.392,0.8643,1
66.68,235.03,65.84,50.48,72.62,7.33,3254.0,0.148,0.9641,1
72.12,136.02,47.09,38.87,91.42,4.97,452.5,0.336,0.9012,1
16.21,56.31,43.63,44.27,81.92,1.06,2533.5,0.383,0.6885,1
31.86,75.61,24.37,59.25,73.78,0.98,3113.9,0.347,0.8226,1
39.17,98.47,53.83,28.76,60.21,5.26,595.9,0.509,0.6118,1
99.62,248.28,59.7,33.55,91.76,14.73,1913.1,0.354,0.9759,1
10.75,21.03,38.47,36.63,71.62,0.5,374.3,0.324,0.5784,1
94.0,222.34,62.63,37.27,78.72,9.14,1714.4,0.44,0.9473,1
30.66,132.78,41.32,37.02,51.12,1.55,2798.3,0.524,0.577,1
91.14,251.93,40.99,52.12,74.72,5.95,1203.2,0.267,0.947,1
126.36,354.92,66.87,44.62,77.21,20.04,969.7,0.222,0.9871,1
73.42,219.64,47.88,41.65,70.22,8.22,1030.5,0.278,0.9361,1
184.95,567.35,68.0,34.5,23.77,26.29,2811.1,0.43,0.9959,1
41.19,90.34,30.5,48.36,66.46,3.12,3413.3,0.268,0.7508,1
7.65,22.46,32.52,55.11,67.34,0.54,953.5,0.355,0.6219,1
49.39,155.1,42.27,48.26,37.87,3.16,426.6,0.511,0.7703,1
7.04,30.11,46.85,19.17,72.2,0.75,615.5,0.422,0.4043,0
164.94,531.01,77.74,42.41,88.32,23.85,2273.2,0.254,0.9982,1
139.73,425.71,56.4,24.71,43.35,14.62,2431.2,0.477,0.9747,1
11.31,76.31,41.79,33.06,84.89,1.08,1682.7,0.268,0.7429,1
10.16,82.81,37.5,25.24,75.11,0.72,461.8,0.34,0.6163,1
35.11,87.64,41.67,41.55,85.57,2.38,3262.7,0.423,0.73,1
28.93,98.7,39.77,43.81,29.96,2.77,3268.9,0.438,0.5982,1
69.95,199.86,57.98,28.04,64.03,5.25,1498.8,0.439,0.8149,1
102.17,265.65,61.78,36.38,66.41,12.97,2909.2,0.178,0.9759,1
30.83,96.24,46.59,38.04,86.5,3.19,3165.3,0.247,0.7423,1
7.93,33.3,44.5,36.02,86.89,0.45,1876.6,0.249,0.6958,1
221.43,420.26,69.43,28.32,51.31,23.13,2184.9,0.537,0.9924,1
45.0,181.45,35.37,37.2,55.01,2.37,2619.2,0.508,0.7312,1
53.75,113.49,39.58,45.79,76.02,5.01,3141.3,0.396,0.7698,1
30.67,91.56,47.72,25.9,70.86,2.99,494.1,0.314,0.6251,1
36.38,79.2,50.44,26.4,58.42,2.72,374.8,0.577,0.6008,1
188.03,606.29,68.79,35.67,57.99,30.82,2427.7,0.38,0.9981,1
49.01,184.45,47.04,54.16,75.5,3.5,357.3,0.196,0.9289,1
45.52,93.65,31.48,43.29,61.48,2.95,544.6,0.404,0.7057,1
55.55,154.42,52.54,43.58,53.34,5.22,1593.9,0.512,0.6523,1
153.72,323.56,66.76,35.85,53.89,13.62,801.4,0.464,0.9807,1
25.16,191.79,46.62,41.29,43.55,2.56,3166.2,0.33,0.7764,1
124.71,322.04,59.78,20.99,56.78,12.12,1294.2,0.558,0.9613,1
125.25,266.28,63.26,42.4,51.68,13.22,2105.9,0.525,0.9556,1
16.68,69.28,41.02,52.43,62.53,1.01,232.5,0.228,0.615,1
13.95,45.48,21.63,41.77,38.63,0.68,1894.3,0.467,0.3409,0
14.3,62.47,41.22,50.45,85.87,0.83,2873.1,0.24,0.8105,1
18.23,52.77,27.93,44.93,36.69,0.76,3395.6,0.464,0.4469,0
21.57,65.37,38.66,28.3,65.58,1.44,2439.9,0.337,0.6517,1
43.99,139.22,38.26,51.85,79.26,2.34,868.7,0.189,0.9037,1
30.76,103.45,23.49,25.65,66.71,0.97,1398.0,0.494,0.4572,0
97.77,272.94,47.52,39.82,45.2,8.73,717.7,0.508,0.8897,1
15.86,47.06,36.93,29.18,54.6,1.43,1314.8,0.515,0.3675,0
123.38,373.86,72.19,21.21,33.54,19.97,2052.3,0.661,0.9495,1
50.68,186.02,43.84,37.27,54.51,3.18,1808.3,0.382,0.7187,1
14.39,53.58,45.64,34.11,58.74,1.29,3083.2,0.572,0.4756,0
5.68,19.73,32.92,38.7,56.08,0.42,873.0,0.322,0.4872,0
13.09,39.08,48.04,40.87,56.98,0.87,1631.1,0.462,0.658,1
5.64,21.63,44.18,24.2,72.09,0.33,2285.9,0.477,0.4486,0
30.91,85.91,29.39,28.4,36.94,2.14,3437.6,0.537,0.3528,0
46.41,135.51,50.42,40.41,73.23,3.55,905.6,0.444,0.748,1
113.55,330.37,57.96,35.38,21.13,12.16,2949.2,0.648,0.9223,1
173.25,425.93,68.77,45.09,82.14,17.53,2238.6,0.349,0.9965,1
14.11,37.18,38.01,42.84,44.18,0.68,641.8,0.401,0.4599,0
218.87,443.57,58.1,49.23,94.6,23.74,2787.0,0.397,0.9979,1
21.78,54.72,46.7,43.98,70.25,1.8,777.2,0.3,0.6671,1
64.69,175.28,40.83,37.45,63.4,5.66,2509.2,0.409,0.8506,1
6.18,14.2,42.28,43.42,64.5,0.61,994.0,0.449,0.5175,1
239.88,727.12,85.09,33.57,69.21,28.25,1745.5,0.361,0.9996,1
36.24,131.36,51.69,34.42,53.28,2.67,2784.8,0.443,0.7191,1
19.28,115.32,41.45,47.07,32.66,1.95,2293.1,0.3,0.6226,1
15.23,59.8,47.65,37.82,63.71,1.27,2643.1,0.445,0.6805,1
37.99,143.06,53.43,47.41,70.37,4.95,2851.2,0.442,0.8737,1
31.9,166.31,44.57,48.31,33.05,2.33,314.7,0.487,0.6876,1
21.32,93.57,40.45,49.74,64.98,1.42,1785.9,0.322,0.7852,1
6.16,83.29,34.04,52.62,75.12,0.44,3452.6,0.328,0.7156,1
29.73,103.11,45.63,37.47,56.79,1.8,2824.5,0.545,0.7245,1
141.05,406.86,75.63,34.75,41.74,18.53,1407.2,0.509,0.9833,1
30.76,92.56,38.03,41.0,42.96,1.98,1140.6,0.577,0.4141,0
9.67,28.04,39.15,36.07,63.34,0.47,2525.9,0.433,0.5486,1
